;case;activity;time;start_timestamp
410;101;g_1;05/01/2015 01.49.54;05/01/2015 01.49.54
411;102;a_1;05/01/2015 01.50.46;05/01/2015 01.50.46
412;102;c_1;05/01/2015 01.51.13;05/01/2015 01.51.13
413;102;d_1;05/01/2015 01.51.56;05/01/2015 01.51.56
414;102;f_1;05/01/2015 01.52.50;05/01/2015 01.52.50
415;103;b_1;05/01/2015 01.48.17;05/01/2015 01.48.17
416;103;d_1;05/01/2015 01.48.22;05/01/2015 01.48.22
417;103;e_1;05/01/2015 01.49.32;05/01/2015 01.49.32
418;103;g_1;05/01/2015 01.54.02;05/01/2015 01.54.02
419;104;a_1;05/01/2015 01.48.58;05/01/2015 01.48.58
420;104;d_1;05/01/2015 01.49.01;05/01/2015 01.49.01
421;104;c_1;05/01/2015 01.49.03;05/01/2015 01.49.03
422;104;f_1;05/01/2015 01.49.29;05/01/2015 01.49.29
423;105;a_1;05/01/2015 01.51.40;05/01/2015 01.51.40
424;105;x_1;05/01/2015 01.51.55;05/01/2015 01.51.55
425;105;c_1;05/01/2015 01.51.55;05/01/2015 01.51.55
426;105;d_1;05/01/2015 01.52.04;05/01/2015 01.52.04
427;105;f_1;05/01/2015 01.53.35;05/01/2015 01.53.35
428;106;a_1;05/01/2015 01.52.17;05/01/2015 01.52.17
429;106;c_1;05/01/2015 01.52.53;05/01/2015 01.52.53
430;106;d_1;05/01/2015 01.53.05;05/01/2015 01.53.05
431;106;f_1;05/01/2015 01.54.26;05/01/2015 01.54.26
432;107;b_1;05/01/2015 01.54.46;05/01/2015 01.54.46
433;107;e_1;05/01/2015 01.54.48;05/01/2015 01.54.48
434;107;d_1;05/01/2015 01.55.22;05/01/2015 01.55.22
435;107;g_1;05/01/2015 01.55.32;05/01/2015 01.55.32
436;108;b_1;05/01/2015 01.54.46;05/01/2015 01.54.46
437;108;d_1;05/01/2015 01.56.59;05/01/2015 01.56.59
438;108;e_1;05/01/2015 01.58.06;05/01/2015 01.58.06
439;108;g_1;05/01/2015 01.59.20;05/01/2015 01.59.20
440;109;b_1;05/01/2015 01.54.46;05/01/2015 01.54.46
441;109;e_1;05/01/2015 01.54.56;05/01/2015 01.54.56
442;109;d_1;05/01/2015 01.55.09;05/01/2015 01.55.09
443;109;g_1;05/01/2015 01.56.46;05/01/2015 01.56.46
444;110;b_1;05/01/2015 01.56.23;05/01/2015 01.56.23
445;110;e_1;05/01/2015 01.57.06;05/01/2015 01.57.06
446;110;d_1;05/01/2015 01.57.55;05/01/2015 01.57.55
447;110;g_1;05/01/2015 01.59.17;05/01/2015 01.59.17
448;111;a_1;05/01/2015 01.56.39;05/01/2015 01.56.39
449;111;x_1;05/01/2015 01.57.02;05/01/2015 01.57.02
450;111;c_1;05/01/2015 01.57.02;05/01/2015 01.57.02
451;111;d_1;05/01/2015 01.57.43;05/01/2015 01.57.43
452;111;f_1;05/01/2015 01.58.15;05/01/2015 01.58.15
453;112;b_1;05/01/2015 01.56.29;05/01/2015 01.56.29
454;112;d_1;05/01/2015 01.56.49;05/01/2015 01.56.49
455;112;e_1;05/01/2015 01.58.33;05/01/2015 01.58.33
456;112;g_1;05/01/2015 01.59.07;05/01/2015 01.59.07
457;113;b_1;05/01/2015 01.57.23;05/01/2015 01.57.23
458;113;d_1;05/01/2015 01.58.09;05/01/2015 01.58.09
459;113;e_1;05/01/2015 01.58.33;05/01/2015 01.58.33
460;113;g_1;05/01/2015 02.01.21;05/01/2015 02.01.21
461;114;a_1;05/01/2015 01.57.23;05/01/2015 01.57.23
462;114;c_1;05/01/2015 01.57.48;05/01/2015 01.57.48
463;114;d_1;05/01/2015 01.58.23;05/01/2015 01.58.23
464;114;f_1;05/01/2015 01.59.11;05/01/2015 01.59.11
465;115;a_1;05/01/2015 01.59.17;05/01/2015 01.59.17
466;115;c_1;05/01/2015 01.59.30;05/01/2015 01.59.30
467;115;d_1;05/01/2015 01.59.37;05/01/2015 01.59.37
468;115;f_1;05/01/2015 02.00.09;05/01/2015 02.00.09
469;116;b_1;05/01/2015 02.01.32;05/01/2015 02.01.32
470;116;d_1;05/01/2015 02.01.32;05/01/2015 02.01.32
471;116;e_1;05/01/2015 02.03.40;05/01/2015 02.03.40
472;116;g_1;05/01/2015 02.09.15;05/01/2015 02.09.15
473;117;b_1;05/01/2015 02.01.16;05/01/2015 02.01.16
474;117;d_1;05/01/2015 02.03.03;05/01/2015 02.03.03
475;117;e_1;05/01/2015 02.06.16;05/01/2015 02.06.16
476;117;g_1;05/01/2015 02.09.10;05/01/2015 02.09.10
477;118;a_1;05/01/2015 02.01.19;05/01/2015 02.01.19
478;118;d_1;05/01/2015 02.01.27;05/01/2015 02.01.27
479;118;c_1;05/01/2015 02.02.05;05/01/2015 02.02.05
480;118;f_1;05/01/2015 02.03.00;05/01/2015 02.03.00
481;119;b_1;05/01/2015 02.02.38;05/01/2015 02.02.38
482;119;e_1;05/01/2015 02.02.54;05/01/2015 02.02.54
483;119;d_1;05/01/2015 02.08.44;05/01/2015 02.08.44
484;119;g_1;05/01/2015 02.09.45;05/01/2015 02.09.45
485;120;b_1;05/01/2015 02.01.27;05/01/2015 02.01.27
486;120;d_1;05/01/2015 02.01.41;05/01/2015 02.01.41
487;120;e_1;05/01/2015 02.01.50;05/01/2015 02.01.50
488;120;g_1;05/01/2015 02.02.13;05/01/2015 02.02.13
489;121;a_1;05/01/2015 02.01.16;05/01/2015 02.01.16
490;121;c_1;05/01/2015 02.01.26;05/01/2015 02.01.26
491;121;d_1;05/01/2015 02.02.08;05/01/2015 02.02.08
492;121;f_1;05/01/2015 02.02.24;05/01/2015 02.02.24
493;122;b_1;05/01/2015 02.01.56;05/01/2015 02.01.56
494;122;e_1;05/01/2015 02.01.58;05/01/2015 02.01.58
495;122;d_1;05/01/2015 02.05.38;05/01/2015 02.05.38
496;122;g_1;05/01/2015 02.05.40;05/01/2015 02.05.40
497;123;a_1;05/01/2015 02.02.12;05/01/2015 02.02.12
498;123;d_1;05/01/2015 02.02.50;05/01/2015 02.02.50
499;123;c_1;05/01/2015 02.03.55;05/01/2015 02.03.55
500;123;f_1;05/01/2015 02.04.49;05/01/2015 02.04.49
501;124;a_1;05/01/2015 02.02.48;05/01/2015 02.02.48
502;124;c_1;05/01/2015 02.03.31;05/01/2015 02.03.31
503;124;d_1;05/01/2015 02.04.29;05/01/2015 02.04.29
504;124;f_1;05/01/2015 02.07.55;05/01/2015 02.07.55
505;125;b_1;05/01/2015 02.09.07;05/01/2015 02.09.07
506;125;e_1;05/01/2015 02.09.08;05/01/2015 02.09.08
507;125;d_1;05/01/2015 02.12.16;05/01/2015 02.12.16
508;125;g_1;05/01/2015 02.13.04;05/01/2015 02.13.04
509;126;a_1;05/01/2015 02.08.04;05/01/2015 02.08.04
510;126;d_1;05/01/2015 02.08.37;05/01/2015 02.08.37
511;126;c_1;05/01/2015 02.10.03;05/01/2015 02.10.03
512;126;f_1;05/01/2015 02.11.26;05/01/2015 02.11.26
513;127;b_1;05/01/2015 02.11.28;05/01/2015 02.11.28
514;127;d_1;05/01/2015 02.12.45;05/01/2015 02.12.45
515;127;e_1;05/01/2015 02.13.30;05/01/2015 02.13.30
516;127;g_1;05/01/2015 02.14.44;05/01/2015 02.14.44
517;128;b_1;05/01/2015 02.10.18;05/01/2015 02.10.18
518;128;e_1;05/01/2015 02.10.31;05/01/2015 02.10.31
519;128;d_1;05/01/2015 02.11.44;05/01/2015 02.11.44
520;128;g_1;05/01/2015 02.12.18;05/01/2015 02.12.18
521;129;a_1;05/01/2015 02.10.58;05/01/2015 02.10.58
522;129;d_1;05/01/2015 02.11.01;05/01/2015 02.11.01
523;129;c_1;05/01/2015 02.11.03;05/01/2015 02.11.03
524;129;f_1;05/01/2015 02.11.55;05/01/2015 02.11.55
525;130;a_1;05/01/2015 02.12.09;05/01/2015 02.12.09
526;130;d_1;05/01/2015 02.12.35;05/01/2015 02.12.35
527;130;c_1;05/01/2015 02.13.48;05/01/2015 02.13.48
528;130;f_1;05/01/2015 02.13.54;05/01/2015 02.13.54
529;131;b_1;05/01/2015 02.12.59;05/01/2015 02.12.59
530;131;d_1;05/01/2015 02.13.02;05/01/2015 02.13.02
531;131;e_1;05/01/2015 02.13.02;05/01/2015 02.13.02
532;131;g_1;05/01/2015 02.13.38;05/01/2015 02.13.38
533;132;b_1;05/01/2015 02.11.50;05/01/2015 02.11.50
534;132;e_1;05/01/2015 02.12.07;05/01/2015 02.12.07
535;132;d_1;05/01/2015 02.12.10;05/01/2015 02.12.10
536;132;g_1;05/01/2015 02.13.24;05/01/2015 02.13.24
537;133;a_1;05/01/2015 02.12.55;05/01/2015 02.12.55
538;133;c_1;05/01/2015 02.13.15;05/01/2015 02.13.15
539;133;d_1;05/01/2015 02.14.44;05/01/2015 02.14.44
540;133;f_1;05/01/2015 02.14.45;05/01/2015 02.14.45
541;134;a_1;05/01/2015 02.12.16;05/01/2015 02.12.16
542;134;c_1;05/01/2015 02.12.29;05/01/2015 02.12.29
543;134;d_1;05/01/2015 02.12.47;05/01/2015 02.12.47
544;134;f_1;05/01/2015 02.14.49;05/01/2015 02.14.49
545;135;a_1;05/01/2015 02.13.10;05/01/2015 02.13.10
546;135;d_1;05/01/2015 02.13.52;05/01/2015 02.13.52
547;135;c_1;05/01/2015 02.14.03;05/01/2015 02.14.03
548;135;f_1;05/01/2015 02.14.57;05/01/2015 02.14.57
549;136;b_1;05/01/2015 02.13.12;05/01/2015 02.13.12
550;136;d_1;05/01/2015 02.13.23;05/01/2015 02.13.23
551;136;e_1;05/01/2015 02.13.25;05/01/2015 02.13.25
552;136;g_1;05/01/2015 02.14.44;05/01/2015 02.14.44
553;137;a_1;05/01/2015 02.14.12;05/01/2015 02.14.12
554;137;d_1;05/01/2015 02.14.35;05/01/2015 02.14.35
555;137;c_1;05/01/2015 02.15.33;05/01/2015 02.15.33
556;137;f_1;05/01/2015 02.15.51;05/01/2015 02.15.51
557;138;a_1;05/01/2015 02.15.22;05/01/2015 02.15.22
558;138;d_1;05/01/2015 02.15.38;05/01/2015 02.15.38
559;138;c_1;05/01/2015 02.15.54;05/01/2015 02.15.54
560;138;f_1;05/01/2015 02.16.19;05/01/2015 02.16.19
561;139;b_1;05/01/2015 02.14.40;05/01/2015 02.14.40
562;139;e_1;05/01/2015 02.15.08;05/01/2015 02.15.08
563;139;d_1;05/01/2015 02.15.51;05/01/2015 02.15.51
564;139;g_1;05/01/2015 02.16.51;05/01/2015 02.16.51
565;140;b_1;05/01/2015 02.17.00;05/01/2015 02.17.00
566;140;e_1;05/01/2015 02.17.55;05/01/2015 02.17.55
567;140;d_1;05/01/2015 02.18.06;05/01/2015 02.18.06
568;140;x_1;05/01/2015 02.18.54;05/01/2015 02.18.54
569;140;g_1;05/01/2015 02.21.07;05/01/2015 02.21.07
570;141;b_1;05/01/2015 02.17.14;05/01/2015 02.17.14
571;141;e_1;05/01/2015 02.17.14;05/01/2015 02.17.14
572;141;d_1;05/01/2015 02.17.32;05/01/2015 02.17.32
573;141;g_1;05/01/2015 02.18.17;05/01/2015 02.18.17
574;142;a_1;05/01/2015 02.20.06;05/01/2015 02.20.06
575;142;d_1;05/01/2015 02.20.51;05/01/2015 02.20.51
576;142;c_1;05/01/2015 02.21.47;05/01/2015 02.21.47
577;142;f_1;05/01/2015 02.21.53;05/01/2015 02.21.53
578;143;a_1;05/01/2015 02.22.32;05/01/2015 02.22.32
579;143;d_1;05/01/2015 02.22.52;05/01/2015 02.22.52
580;143;c_1;05/01/2015 02.22.55;05/01/2015 02.22.55
581;143;f_1;05/01/2015 02.23.46;05/01/2015 02.23.46
582;144;b_1;05/01/2015 02.24.35;05/01/2015 02.24.35
583;144;d_1;05/01/2015 02.25.40;05/01/2015 02.25.40
584;144;e_1;05/01/2015 02.26.59;05/01/2015 02.26.59
585;144;g_1;05/01/2015 02.27.31;05/01/2015 02.27.31
586;145;b_1;05/01/2015 02.25.08;05/01/2015 02.25.08
587;145;e_1;05/01/2015 02.26.03;05/01/2015 02.26.03
588;145;d_1;05/01/2015 02.26.47;05/01/2015 02.26.47
589;145;x_1;05/01/2015 02.27.06;05/01/2015 02.27.06
590;145;g_1;05/01/2015 02.27.43;05/01/2015 02.27.43
591;146;b_1;05/01/2015 02.25.42;05/01/2015 02.25.42
592;146;d_1;05/01/2015 02.25.56;05/01/2015 02.25.56
593;146;e_1;05/01/2015 02.26.38;05/01/2015 02.26.38
594;146;g_1;05/01/2015 02.27.06;05/01/2015 02.27.06
595;147;a_1;05/01/2015 02.26.03;05/01/2015 02.26.03
596;147;c_1;05/01/2015 02.26.14;05/01/2015 02.26.14
597;147;d_1;05/01/2015 02.26.20;05/01/2015 02.26.20
598;147;f_1;05/01/2015 02.28.22;05/01/2015 02.28.22
599;148;b_1;05/01/2015 02.26.51;05/01/2015 02.26.51
600;148;e_1;05/01/2015 02.26.59;05/01/2015 02.26.59
601;148;d_1;05/01/2015 02.27.26;05/01/2015 02.27.26
602;148;g_1;05/01/2015 02.28.05;05/01/2015 02.28.05
603;149;b_1;05/01/2015 02.27.03;05/01/2015 02.27.03
604;149;d_1;05/01/2015 02.27.34;05/01/2015 02.27.34
605;149;e_1;05/01/2015 02.29.23;05/01/2015 02.29.23
606;149;g_1;05/01/2015 02.30.52;05/01/2015 02.30.52
607;150;a_1;05/01/2015 02.29.01;05/01/2015 02.29.01
608;150;c_1;05/01/2015 02.29.25;05/01/2015 02.29.25
609;150;d_1;05/01/2015 02.31.56;05/01/2015 02.31.56
610;150;f_1;05/01/2015 02.34.03;05/01/2015 02.34.03
611;151;b_1;05/01/2015 02.31.52;05/01/2015 02.31.52
612;151;d_1;05/01/2015 02.32.06;05/01/2015 02.32.06
613;151;e_1;05/01/2015 02.32.11;05/01/2015 02.32.11
614;151;g_1;05/01/2015 02.32.43;05/01/2015 02.32.43
615;152;b_1;05/01/2015 02.29.19;05/01/2015 02.29.19
616;152;d_1;05/01/2015 02.29.55;05/01/2015 02.29.55
617;152;e_1;05/01/2015 02.31.31;05/01/2015 02.31.31
618;152;g_1;05/01/2015 02.32.32;05/01/2015 02.32.32
619;153;a_1;05/01/2015 02.29.31;05/01/2015 02.29.31
620;153;d_1;05/01/2015 02.29.53;05/01/2015 02.29.53
621;153;c_1;05/01/2015 02.32.10;05/01/2015 02.32.10
622;153;f_1;05/01/2015 02.32.58;05/01/2015 02.32.58
623;154;a_1;05/01/2015 02.30.39;05/01/2015 02.30.39
624;154;d_1;05/01/2015 02.31.09;05/01/2015 02.31.09
625;154;c_1;05/01/2015 02.32.24;05/01/2015 02.32.24
626;154;f_1;05/01/2015 02.33.54;05/01/2015 02.33.54
627;155;b_1;05/01/2015 02.29.39;05/01/2015 02.29.39
628;155;d_1;05/01/2015 02.29.45;05/01/2015 02.29.45
629;155;e_1;05/01/2015 02.29.56;05/01/2015 02.29.56
630;155;g_1;05/01/2015 02.30.58;05/01/2015 02.30.58
631;156;a_1;05/01/2015 02.31.14;05/01/2015 02.31.14
632;156;d_1;05/01/2015 02.31.44;05/01/2015 02.31.44
633;156;c_1;05/01/2015 02.33.49;05/01/2015 02.33.49
634;156;f_1;05/01/2015 02.35.23;05/01/2015 02.35.23
635;157;b_1;05/01/2015 02.36.05;05/01/2015 02.36.05
636;157;d_1;05/01/2015 02.36.34;05/01/2015 02.36.34
637;157;e_1;05/01/2015 02.37.18;05/01/2015 02.37.18
638;157;g_1;05/01/2015 02.39.44;05/01/2015 02.39.44
639;158;a_1;05/01/2015 02.33.17;05/01/2015 02.33.17
640;158;c_1;05/01/2015 02.33.36;05/01/2015 02.33.36
641;158;d_1;05/01/2015 02.34.15;05/01/2015 02.34.15
642;158;f_1;05/01/2015 02.36.03;05/01/2015 02.36.03
643;159;a_1;05/01/2015 02.32.40;05/01/2015 02.32.40
644;159;d_1;05/01/2015 02.33.01;05/01/2015 02.33.01
645;159;c_1;05/01/2015 02.33.14;05/01/2015 02.33.14
646;159;f_1;05/01/2015 02.33.55;05/01/2015 02.33.55
647;160;a_1;05/01/2015 02.34.48;05/01/2015 02.34.48
648;160;d_1;05/01/2015 02.34.55;05/01/2015 02.34.55
649;160;c_1;05/01/2015 02.37.13;05/01/2015 02.37.13
650;160;f_1;05/01/2015 02.37.53;05/01/2015 02.37.53
651;161;b_1;05/01/2015 02.32.58;05/01/2015 02.32.58
652;161;d_1;05/01/2015 02.33.14;05/01/2015 02.33.14
653;161;e_1;05/01/2015 02.33.43;05/01/2015 02.33.43
654;161;g_1;05/01/2015 02.34.07;05/01/2015 02.34.07
655;162;b_1;05/01/2015 02.32.56;05/01/2015 02.32.56
656;162;d_1;05/01/2015 02.33.13;05/01/2015 02.33.13
657;162;e_1;05/01/2015 02.34.08;05/01/2015 02.34.08
658;162;x_1;05/01/2015 02.37.18;05/01/2015 02.37.18
659;162;x_1;05/01/2015 02.37.18;05/01/2015 02.37.18
660;162;g_1;05/01/2015 02.38.10;05/01/2015 02.38.10
661;163;a_1;05/01/2015 02.35.29;05/01/2015 02.35.29
662;163;d_1;05/01/2015 02.35.55;05/01/2015 02.35.55
663;163;c_1;05/01/2015 02.36.14;05/01/2015 02.36.14
664;163;f_1;05/01/2015 02.37.36;05/01/2015 02.37.36
665;164;b_1;05/01/2015 02.35.40;05/01/2015 02.35.40
666;164;e_1;05/01/2015 02.36.05;05/01/2015 02.36.05
667;164;d_1;05/01/2015 02.36.38;05/01/2015 02.36.38
668;164;g_1;05/01/2015 02.37.43;05/01/2015 02.37.43
669;165;a_1;05/01/2015 02.39.21;05/01/2015 02.39.21
670;165;c_1;05/01/2015 02.39.37;05/01/2015 02.39.37
671;165;d_1;05/01/2015 02.42.53;05/01/2015 02.42.53
672;165;f_1;05/01/2015 02.43.43;05/01/2015 02.43.43
673;166;b_1;05/01/2015 02.38.58;05/01/2015 02.38.58
674;166;e_1;05/01/2015 02.39.15;05/01/2015 02.39.15
675;166;d_1;05/01/2015 02.40.50;05/01/2015 02.40.50
676;166;g_1;05/01/2015 02.42.15;05/01/2015 02.42.15
677;167;b_1;05/01/2015 02.38.30;05/01/2015 02.38.30
678;167;e_1;05/01/2015 02.38.49;05/01/2015 02.38.49
679;167;d_1;05/01/2015 02.42.41;05/01/2015 02.42.41
680;167;g_1;05/01/2015 02.45.54;05/01/2015 02.45.54
681;168;b_1;05/01/2015 02.41.45;05/01/2015 02.41.45
682;168;e_1;05/01/2015 02.42.52;05/01/2015 02.42.52
683;168;d_1;05/01/2015 02.43.38;05/01/2015 02.43.38
684;168;g_1;05/01/2015 02.44.30;05/01/2015 02.44.30
685;169;a_1;05/01/2015 02.41.35;05/01/2015 02.41.35
686;169;c_1;05/01/2015 02.42.44;05/01/2015 02.42.44
687;169;d_1;05/01/2015 02.43.46;05/01/2015 02.43.46
688;169;f_1;05/01/2015 02.44.21;05/01/2015 02.44.21
689;170;a_1;05/01/2015 02.42.45;05/01/2015 02.42.45
690;170;c_1;05/01/2015 02.43.11;05/01/2015 02.43.11
691;170;d_1;05/01/2015 02.43.48;05/01/2015 02.43.48
692;170;f_1;05/01/2015 02.44.24;05/01/2015 02.44.24
693;171;b_1;05/01/2015 02.42.27;05/01/2015 02.42.27
694;171;d_1;05/01/2015 02.42.50;05/01/2015 02.42.50
695;171;e_1;05/01/2015 02.43.54;05/01/2015 02.43.54
696;171;g_1;05/01/2015 02.44.55;05/01/2015 02.44.55
697;172;b_1;05/01/2015 02.42.53;05/01/2015 02.42.53
698;172;d_1;05/01/2015 02.43.21;05/01/2015 02.43.21
699;172;e_1;05/01/2015 02.43.32;05/01/2015 02.43.32
700;172;g_1;05/01/2015 02.43.57;05/01/2015 02.43.57
701;173;b_1;05/01/2015 02.42.24;05/01/2015 02.42.24
702;173;d_1;05/01/2015 02.45.25;05/01/2015 02.45.25
703;173;e_1;05/01/2015 02.47.31;05/01/2015 02.47.31
704;173;g_1;05/01/2015 02.48.26;05/01/2015 02.48.26
705;174;a_1;05/01/2015 02.42.40;05/01/2015 02.42.40
706;174;d_1;05/01/2015 02.42.59;05/01/2015 02.42.59
707;174;c_1;05/01/2015 02.43.03;05/01/2015 02.43.03
708;174;f_1;05/01/2015 02.44.39;05/01/2015 02.44.39
709;175;a_1;05/01/2015 02.45.18;05/01/2015 02.45.18
710;175;c_1;05/01/2015 02.45.42;05/01/2015 02.45.42
711;175;d_1;05/01/2015 02.47.20;05/01/2015 02.47.20
712;175;f_1;05/01/2015 02.47.28;05/01/2015 02.47.28
713;176;a_1;05/01/2015 02.48.17;05/01/2015 02.48.17
714;176;x_1;05/01/2015 02.48.50;05/01/2015 02.48.50
715;176;c_1;05/01/2015 02.48.50;05/01/2015 02.48.50
716;176;d_1;05/01/2015 02.49.25;05/01/2015 02.49.25
717;176;f_1;05/01/2015 02.50.35;05/01/2015 02.50.35
718;177;a_1;05/01/2015 02.47.09;05/01/2015 02.47.09
719;177;d_1;05/01/2015 02.47.42;05/01/2015 02.47.42
720;177;c_1;05/01/2015 02.50.00;05/01/2015 02.50.00
721;177;f_1;05/01/2015 02.51.31;05/01/2015 02.51.31
722;178;a_1;05/01/2015 02.51.40;05/01/2015 02.51.40
723;178;d_1;05/01/2015 02.51.49;05/01/2015 02.51.49
724;178;c_1;05/01/2015 02.54.21;05/01/2015 02.54.21
725;178;f_1;05/01/2015 02.55.03;05/01/2015 02.55.03
726;179;b_1;05/01/2015 02.52.17;05/01/2015 02.52.17
727;179;d_1;05/01/2015 02.52.29;05/01/2015 02.52.29
728;179;e_1;05/01/2015 02.54.56;05/01/2015 02.54.56
729;179;g_1;05/01/2015 02.56.05;05/01/2015 02.56.05
730;180;a_1;05/01/2015 02.52.47;05/01/2015 02.52.47
731;180;d_1;05/01/2015 02.53.00;05/01/2015 02.53.00
732;180;c_1;05/01/2015 02.54.10;05/01/2015 02.54.10
733;180;f_1;05/01/2015 02.55.31;05/01/2015 02.55.31
734;181;b_1;05/01/2015 02.53.48;05/01/2015 02.53.48
735;181;d_1;05/01/2015 02.54.06;05/01/2015 02.54.06
736;181;e_1;05/01/2015 02.54.12;05/01/2015 02.54.12
737;181;g_1;05/01/2015 02.54.35;05/01/2015 02.54.35
738;182;b_1;05/01/2015 02.54.00;05/01/2015 02.54.00
739;182;d_1;05/01/2015 02.54.46;05/01/2015 02.54.46
740;182;e_1;05/01/2015 02.55.25;05/01/2015 02.55.25
741;182;x_1;05/01/2015 02.57.36;05/01/2015 02.57.36
742;182;g_1;05/01/2015 02.59.42;05/01/2015 02.59.42
743;183;b_1;05/01/2015 02.55.54;05/01/2015 02.55.54
744;183;d_1;05/01/2015 02.57.16;05/01/2015 02.57.16
745;183;e_1;05/01/2015 02.59.52;05/01/2015 02.59.52
746;183;g_1;05/01/2015 03.00.51;05/01/2015 03.00.51
747;184;b_1;05/01/2015 02.55.23;05/01/2015 02.55.23
748;184;d_1;05/01/2015 02.55.30;05/01/2015 02.55.30
749;184;e_1;05/01/2015 02.55.56;05/01/2015 02.55.56
750;184;g_1;05/01/2015 02.57.29;05/01/2015 02.57.29
751;185;a_1;05/01/2015 02.56.01;05/01/2015 02.56.01
752;185;c_1;05/01/2015 02.56.34;05/01/2015 02.56.34
753;185;d_1;05/01/2015 02.59.21;05/01/2015 02.59.21
754;185;f_1;05/01/2015 03.00.37;05/01/2015 03.00.37
755;186;b_1;05/01/2015 02.56.29;05/01/2015 02.56.29
756;186;d_1;05/01/2015 02.56.56;05/01/2015 02.56.56
757;186;e_1;05/01/2015 02.57.36;05/01/2015 02.57.36
758;186;g_1;05/01/2015 02.57.48;05/01/2015 02.57.48
759;187;b_1;05/01/2015 02.56.48;05/01/2015 02.56.48
760;187;d_1;05/01/2015 02.56.57;05/01/2015 02.56.57
761;187;e_1;05/01/2015 02.58.26;05/01/2015 02.58.26
762;187;g_1;05/01/2015 02.58.34;05/01/2015 02.58.34
763;188;a_1;05/01/2015 02.56.24;05/01/2015 02.56.24
764;188;c_1;05/01/2015 02.56.39;05/01/2015 02.56.39
765;188;d_1;05/01/2015 02.57.06;05/01/2015 02.57.06
766;188;f_1;05/01/2015 02.57.46;05/01/2015 02.57.46
767;189;a_1;05/01/2015 02.57.33;05/01/2015 02.57.33
768;189;c_1;05/01/2015 02.57.35;05/01/2015 02.57.35
769;189;d_1;05/01/2015 02.57.48;05/01/2015 02.57.48
770;189;f_1;05/01/2015 02.58.29;05/01/2015 02.58.29
771;190;b_1;05/01/2015 02.58.22;05/01/2015 02.58.22
772;190;d_1;05/01/2015 02.58.43;05/01/2015 02.58.43
773;190;e_1;05/01/2015 02.58.56;05/01/2015 02.58.56
774;190;g_1;05/01/2015 03.01.12;05/01/2015 03.01.12
775;191;a_1;05/01/2015 03.01.28;05/01/2015 03.01.28
776;191;d_1;05/01/2015 03.01.52;05/01/2015 03.01.52
777;191;c_1;05/01/2015 03.01.56;05/01/2015 03.01.56
778;191;f_1;05/01/2015 03.02.51;05/01/2015 03.02.51
779;192;b_1;05/01/2015 03.03.11;05/01/2015 03.03.11
780;192;e_1;05/01/2015 03.03.15;05/01/2015 03.03.15
781;192;d_1;05/01/2015 03.04.15;05/01/2015 03.04.15
782;192;g_1;05/01/2015 03.04.35;05/01/2015 03.04.35
783;193;b_1;05/01/2015 03.02.34;05/01/2015 03.02.34
784;193;d_1;05/01/2015 03.03.49;05/01/2015 03.03.49
785;193;e_1;05/01/2015 03.04.27;05/01/2015 03.04.27
786;193;g_1;05/01/2015 03.06.16;05/01/2015 03.06.16
787;194;b_1;05/01/2015 03.03.35;05/01/2015 03.03.35
788;194;e_1;05/01/2015 03.04.13;05/01/2015 03.04.13
789;194;d_1;05/01/2015 03.06.23;05/01/2015 03.06.23
790;194;g_1;05/01/2015 03.07.16;05/01/2015 03.07.16
791;195;b_1;05/01/2015 03.04.51;05/01/2015 03.04.51
792;195;e_1;05/01/2015 03.05.14;05/01/2015 03.05.14
793;195;d_1;05/01/2015 03.05.29;05/01/2015 03.05.29
794;195;g_1;05/01/2015 03.06.05;05/01/2015 03.06.05
795;196;a_1;05/01/2015 03.07.02;05/01/2015 03.07.02
796;196;d_1;05/01/2015 03.07.15;05/01/2015 03.07.15
797;196;c_1;05/01/2015 03.07.54;05/01/2015 03.07.54
798;196;f_1;05/01/2015 03.08.11;05/01/2015 03.08.11
799;197;a_1;05/01/2015 03.06.50;05/01/2015 03.06.50
800;197;d_1;05/01/2015 03.08.10;05/01/2015 03.08.10
801;197;c_1;05/01/2015 03.09.34;05/01/2015 03.09.34
802;197;f_1;05/01/2015 03.09.59;05/01/2015 03.09.59
803;198;b_1;05/01/2015 03.06.53;05/01/2015 03.06.53
804;198;e_1;05/01/2015 03.07.28;05/01/2015 03.07.28
805;198;d_1;05/01/2015 03.07.55;05/01/2015 03.07.55
806;198;g_1;05/01/2015 03.08.52;05/01/2015 03.08.52
807;199;a_1;05/01/2015 03.07.41;05/01/2015 03.07.41
808;199;c_1;05/01/2015 03.08.09;05/01/2015 03.08.09
809;199;d_1;05/01/2015 03.08.52;05/01/2015 03.08.52
810;199;f_1;05/01/2015 03.10.23;05/01/2015 03.10.23
811;200;a_1;05/01/2015 03.09.39;05/01/2015 03.09.39
812;200;d_1;05/01/2015 03.11.26;05/01/2015 03.11.26
813;200;c_1;05/01/2015 03.14.43;05/01/2015 03.14.43
814;200;f_1;05/01/2015 03.18.09;05/01/2015 03.18.09
815;201;a_1;05/01/2015 03.12.36;05/01/2015 03.12.36
816;201;c_1;05/01/2015 03.13.00;05/01/2015 03.13.00
817;201;d_1;05/01/2015 03.14.16;05/01/2015 03.14.16
818;201;f_1;05/01/2015 03.17.09;05/01/2015 03.17.09
819;202;a_1;05/01/2015 03.09.58;05/01/2015 03.09.58
820;202;c_1;05/01/2015 03.10.10;05/01/2015 03.10.10
